question_id,split,domain,question_type,difficulty,language,user_input,reference,response,status,retrieved_context_ids,faithfulness,answer_relevancy,context_precision,context_recall,factual_correctness,id_context_precision,id_context_recall,ragas_errors
test_scikit_learn_012,test,scikit_learn,conceptual,easy,fr,À quoi sert OneHotEncoder ?,"OneHotEncoder transforme chaque catégorie en variables binaires, évitant d'interpréter arbitrairement les catégories comme ordonnées.","OneHotEncoder est utilisé pour convertir des caractères catégories en fonction de valeurs numériques binaires qui peuvent être utilisées avec les estimateurs de scikit-learn. Il transforme chaque caractère catégorique avec un nombre fini de valeurs possibles en un ensemble de caractères binaires, où l'un d'entre eux est égal à 1, et tous les autres sont égaux à 0.",valid,"[""sklearn_glossary_rst_450901066498_chunk_0004"", ""sklearn_whats_new_v0_20_rst_2eec620a6451_chunk_0034"", ""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0024"", ""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0021"", ""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0015""]",1.0,0.9529179419383439,0.99999999998,1.0,0.5,0.4,1.0,{}
test_scikit_learn_013,test,scikit_learn,conceptual,medium,fr,Pourquoi OrdinalEncoder peut-il être inadapté à une catégorie nominale ?,Il attribue des nombres aux catégories ; un estimateur peut interpréter ces nombres comme une relation d'ordre non voulue.,"OrdinalEncoder peut être inadapté à une catégorie nominale car il suppose que les différentes valeurs sont ordonnées, ce qui n'est pas toujours le cas pour une catégorie nominale. En effet, OrdinalEncoder transforme chaque catégorie en une nouvelle colonne de nombres entiers (0 à n_categories - 1), sous l'hypothèse qu'il existe une relation ordonnée entre ces catégories. Or, pour une catégorie nominale, il n'y a pas nécessairement de telle relation ordonnée. Par exemple, les catégories ""bleu"", ""rouge"" et ""vert"" ne peuvent pas être considérées comme ordonnées. Il est donc préférable d'utiliser OneHotEncoder pour traiter des catégories nominales, qui crée une colonne pour chaque catégorie distincte sans supposer qu'elles soient ordonnées.",valid,"[""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0023"", ""sklearn_glossary_rst_450901066498_chunk_0004"", ""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0014"", ""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0022"", ""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0024""]",0.8888888888888888,0.9888808740564926,0.99999999998,1.0,0.4,0.2,1.0,{}
test_scikit_learn_014,test,scikit_learn,conceptual,medium,fr,Quand utiliser cross_val_score ?,cross_val_score évalue un estimateur selon une stratégie de validation croisée et renvoie un score par pli.,"On utilise `cross_val_score` pour évaluer la performance d'un estimateur en utilisant la méthode du croisement de validation. Cette fonction permet de calculer différentes métriques de performance telles que l'accuracy, le F1-score, etc. Elle peut être utilisée avec diverses stratégies de croisement de validation comme KFold, StratifiedKFold, ShuffleSplit, etc. Le résultat est donné sous forme d'une valeur numérique ou d'un tableau de valeurs correspondant aux différentes métriques calculées lors de chaque itération de croisement de validation.",valid,"[""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0003"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0002"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0006"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0005"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0004""]",1.0,0.8870218745515391,0.94999999997625,1.0,0.46,0.4,1.0,{}
test_scikit_learn_015,test,scikit_learn,conceptual,medium,fr,Que mesure la validation croisée ?,Elle estime la performance de généralisation en entraînant et évaluant l'estimateur sur plusieurs partitions des données.,"La validation croisée est une méthode pour évaluer la performance d'un modèle en utilisant plusieurs sous-ensembles de données pour la formation du modèle et l'évaluation de son performance. Elle permet ainsi de déterminer la capacité du modèle à généraliser aux nouvelles données. [S1]

Dans le cas d'une validation croisée k-fois, chaque sous-ensemble de données est utilisé k fois pour former et valider le modèle. Le résultat final est la moyenne des performances obtenues lors des différentes itérations. [S1]

Il est également possible d'utiliser la validation croisée pour déterminer l'importance des différentes caractéristiques (features) d'un modèle. Cette méthode consiste à permuter aléatoirement les valeurs d'une caractéristique et à mesurer l'impact de cette permutation sur la performance du modèle. [S2]",valid,"[""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0002"", ""sklearn_modules_permutation_importance_rst_557301d56b2d_chunk_0001"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0010"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0014"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0023""]",0.8,0.8417009797030119,0.99999999998,1.0,0.55,0.2,1.0,{}
test_scikit_learn_016,test,scikit_learn,conceptual,medium,fr,Comment GridSearchCV et RandomizedSearchCV peuvent-ils évaluer plusieurs métriques ?,"Les deux acceptent plusieurs métriques via le paramètre scoring, sous forme de liste de noms ou de dictionnaire ; avec plusieurs métriques, refit doit désigner la métrique utilisée pour le réajustement.","Les algorithmes GridSearchCV et RandomizedSearchCV de Scikit-learn peuvent évaluer plusieurs métriques grâce à la fonction make_scorer qui permet de créer un scorer personnalisé. Il existe trois façons de spécifier plusieurs métriques pour le paramètre scoring :

1. En utilisant une liste d'strings de métriques prédefinies :
```python
scoring = ['accuracy', 'precision']
```

2. En utilisant un dictionnaire qui mappe le nom du scorer à la fonction de scorer :
```python
from sklearn.metrics import accuracy_score
from sklearn.metrics import make_scorer
scoring = {'accuracy': make_scorer(accuracy_source), 'prec': 'precision'}
```

Il est important de noter que les valeurs de ce dictionnaire peuvent être soit des fonctions de scorer soit des chaînes de caractères représentant des métriques prédefinies.

3. En utilisant une combinaison de ces deux méthodes :
```",valid,"[""sklearn_modules_grid_search_rst_9c887a577866_chunk_0018"", ""sklearn_modules_model_evaluation_rst_5f512b0b9c3a_chunk_0011"", ""sklearn_modules_grid_search_rst_9c887a577866_chunk_0002"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0012"", ""sklearn_whats_new_v0_20_rst_2eec620a6451_chunk_0030""]",1.0,0.9024542966603449,0.99999999998,1.0,0.6,0.2,1.0,{}
test_scikit_learn_017,test,scikit_learn,procedural,medium,fr,Pourquoi séparer entraînement et test avant le prétraitement ?,"Sinon le prétraitement apprend des informations des données de test, ce qui crée une fuite et biaise l'évaluation.","Il est important de séparer l'étape d'entraînement et celle de test avant le prétraitement pour éviter la contamination du jeu de données de test par celui d'entraînement. En effet, si les transformations sont apprises sur les deux jeux de données, cela peut conduire à une suroptimisation des résultats, ce qui entraînerait une mauvaise estimation de la performance lorsque le modèle sera utilisé sur des données nouvelles. Les transformations doivent donc être apprises uniquement sur le jeu de données d'entraînement. [S1]",partial,"[""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0002"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0001"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0003"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0004"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0020""]",,0.9089019473745191,0.99999999998,1.0,0.91,0.4,1.0,"{""faithfulness"": ""InstructorRetryException: Error code: 503 - {'object': 'error', 'message': 'Service temporarily unavailable due to high load, please retry.', 'type': 'internal_server_error', 'param': None, 'code': '3505', 'raw_status_code': 503}""}"
test_scikit_learn_018,test,scikit_learn,procedural,medium,fr,Quel est le rôle de transform après fit pour un scaler ?,transform applique aux nouvelles données les paramètres appris par fit sans les réestimer.,"Le rôle du `transform` après `fit` pour un scaler consiste à appliquer les mêmes opérations de scaling et shifting aux données de test que celles qui ont été effectuées sur les données d'entrainement. Cela permet de maintenir la cohérence entre les données d'entrainement et celles de test.

Voici un exemple de code qui illustre cette étape :

```python
from sklearn.preprocessing import MinMaxScaler

# On suppose que X_train et y_train sont vos données d'entrainement
# et X_test vos données de test

# On instancie un scaler MinMaxScaler
scaler = MinMaxScaler()

# On appelle fit sur les données d'entrainement
scaler.fit(X_train)

# On applique le même scaling aux données de test
X_test_scaled = scaler.transform(X_test)
```",valid,"[""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0003"", ""sklearn_modules_sgd_rst_54cc2da7220c_chunk_0009"", ""sklearn_developers_develop_rst_c26065a88e49_chunk_0014"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0004"", ""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0001""]",0.9090909090909091,0.9123755989652295,0.99999999998,1.0,0.83,0.4,1.0,{}
test_scikit_learn_019,test,scikit_learn,procedural,medium,fr,Que fait fit_transform ?,fit_transform apprend les paramètres du transformateur sur les données fournies puis applique immédiatement la transformation.,"Le `fit_transform` est une méthode sur les transformateurs qui effectue deux actions : l'apprentissage du modèle et la transformation des données d'entraînement. Il apprend les paramètres du modèle à partir des données d'entraînement et applique cette transformation au jeu de données d'entraînement. Cette méthode est plus efficace que de faire séparément l'apprentissage et la transformation des données. Elle est notamment utile pour les transformateurs qui ont besoin de s'adapter à toutes les données d'entraînement plutôt qu'à une partie seulement.

Cette méthode est décrite dans [S1], [S2], [S4].",valid,"[""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0028"", ""sklearn_glossary_rst_450901066498_chunk_0032"", ""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0029"", ""sklearn_data_transforms_rst_3b2ac7d0c5b9_chunk_0000"", ""sklearn_glossary_rst_450901066498_chunk_0011""]",0.8571428571428571,0.8884186180476631,0.99999999998,1.0,0.62,0.4,1.0,{}
test_scikit_learn_020,test,scikit_learn,procedural,medium,fr,Pourquoi le dernier estimateur d'un Pipeline n'a-t-il pas besoin de transform ?,Le dernier élément peut être un prédicteur ; il reçoit les données transformées par les étapes précédentes et doit pouvoir être ajusté.,"Le dernier estimateur d'un Pipeline n'a pas besoin de transformer parce qu'il peut avoir différents types d'estimateurs, tels que transformers, classificateurs ou régresseurs. Selon les sources fournies [S1] et [S2], si le dernier estimateur possède une méthode `transform`, alors le pipeline en général aura également une méthode `transform` et agira comme un transformateur. Si le dernier estimateur possède une méthode `predict`, alors le pipeline exposera cette méthode et utiliserait toutes les étapes sauf la dernière pour transformer les données avant de les donner à la méthode `predict` du dernier estimateur du pipeline.",valid,"[""sklearn_modules_compose_rst_5a7d65afadd9_chunk_0001"", ""sklearn_modules_compose_rst_5a7d65afadd9_chunk_0000"", ""sklearn_modules_array_api_rst_c94cf6f80af3_chunk_0008"", ""sklearn_faq_rst_51ae8b7dd12c_chunk_0005"", ""sklearn_getting_started_rst_1e39b3dc83b8_chunk_0001""]",1.0,0.998542244741743,0.99999999998,1.0,0.83,0.4,1.0,{}
test_scikit_learn_021,test,scikit_learn,procedural,medium,fr,À quoi sert train_test_split ?,train_test_split divise des tableaux ou matrices en sous-ensembles d'entraînement et de test.,Le `train_test_split` est utilisé pour diviser un ensemble de données en deux sous-ensembles : l'ensemble d'apprentissage (ou train) et l'ensemble de test. Il permet ainsi d'évaluer la performance d'un modèle sur des données non vues pendant son apprentissage. Cette fonction est utile pour éviter le surapprentissage et pour évaluer la généralisation du modèle. Elle est disponible dans la bibliothèque Scikit-learn.,valid,"[""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0023"", ""sklearn_getting_started_rst_1e39b3dc83b8_chunk_0003"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0000"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0004"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0026""]",1.0,0.9431485488128827,0.99999999998,1.0,0.5,0.4,1.0,{}
test_scikit_learn_022,test,scikit_learn,procedural,medium,fr,Quel est le rôle de random_state ?,random_state contrôle l'aléa des composants qui le supportent et peut aider à reproduire une expérience lorsqu'il est fixé de manière cohérente.,"Le rôle du paramètre `random_state` est de contrôler la génération aléatoire utilisée par certaines fonctions ou objets de Scikit-learn. Il permet de rendre les résultats reproductibles lorsque plusieurs appels sont effectués à la même fonction. Le `random_state` peut prendre trois valeurs : `None`, un entier ou une instance de `numpy.random.RandomState`. Les valeurs `None` et une instance de `numpy.random.RandomState` produiront des résultats différents chaque fois qu'elles sont appelées, alors que l'utilisation d'un entier produira toujours les mêmes résultats.",valid,"[""sklearn_glossary_rst_450901066498_chunk_0042"", ""sklearn_developers_develop_rst_c26065a88e49_chunk_0018"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0006"", ""sklearn_developers_utilities_rst_b1eb40115362_chunk_0001"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0005""]",1.0,0.8819554519697131,0.99999999998,1.0,0.91,0.6,1.0,{}
test_scikit_learn_023,test,scikit_learn,procedural,medium,fr,Quel contrôle ShuffleSplit offre-t-il pour une validation croisée ?,ShuffleSplit permet un contrôle plus fin du nombre d'itérations et de la proportion d'échantillons de chaque côté de la séparation entraînement/test.,ShuffleSplit offre un contrôle sur le nombre d'itérations de validation croisée indépendantes et sur la proportion de données sur chaque côté du split train/test. Les échantillons sont tout d'abord mélangés aléatoirement avant d'être divisés en paires de jeux de données de formation et de validation. La randomness peut être contrôlée pour assurer la réproducibilité des résultats en utilisant un générateur pseudo-aléatoire de nombres entiers spécifique. [S2],valid,"[""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0013"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0012"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0023"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0024"", ""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0015""]",1.0,0.9209865590063124,0.9999999999666667,1.0,0.86,0.2,1.0,{}
test_scikit_learn_024,test,scikit_learn,procedural,medium,fr,Qu'est-ce qu'une métrique de scoring dans scikit-learn ?,Une métrique ou fonction de scoring quantifie la qualité des prédictions selon la tâche et l'objectif choisis.,"Une métrique de scoring dans scikit-learn est une fonction qui permet d'évaluer la qualité des prédictions d'un modèle. Il existe plusieurs façons de spécifier plusieurs métriques de scoring pour le paramètre scoring :

1. En tant qu'iterable de chaînes de caractères représentant les métriques de scoring prédéfinies.
   Exemple : `scoring = ['accuracy', 'precision']`

2. En tant que dictionnaire qui mappe le nom de la métrique de scoring à la fonction de scoring associée.
   Exemple :
   ```python
   from sklearn.metrics import accuracy_score
   from sklearn.metrics import make_scorer
   scoring = {'accuracy': make_scorer(accuracy_source), 'prec': 'precision'}
   ```

Il est important de noter que les valeurs des clés du dictionnaire peuvent être soit des fonctions de scoring, soit des chaînes de caractères représentant les métriques de scoring prédéfinies.

Pour plus d'inform",valid,"[""sklearn_modules_model_evaluation_rst_5f512b0b9c3a_chunk_0011"", ""sklearn_callbacks_rst_dc374e07df34_chunk_0007"", ""sklearn_modules_model_evaluation_rst_5f512b0b9c3a_chunk_0000"", ""sklearn_glossary_rst_450901066498_chunk_0043"", ""sklearn_related_projects_rst_b86c792591ad_chunk_0005""]",0.875,0.8947021250166785,0.999999999975,1.0,0.82,0.2,1.0,{}
test_scikit_learn_025,test,scikit_learn,troubleshooting,medium,fr,Pourquoi choisir la métrique avant de régler les hyperparamètres ?,La recherche optimise le score fourni ; la métrique doit donc représenter l'objectif réel de l'application.,"ering evaluation metrics

[S6] Source: Clustering evaluation metrics
Silhouette Score

[S7] Source: Clustering evaluation metrics
Calinski-Harabasz Index

[S8] Source: Clustering evaluation metrics
Davies-Bouldin Index

[S9] Source: Clustering evaluation metrics
Adjusted Rand Index

[S10] Source: Clustering evaluation metrics
Normalized Mutual Information

[S11] Source: Clustering evaluation metrics
Hungarian Algorithm

[S12] Source: Clustering evaluation metrics
Elbow Method

[S13] Source: Clustering evaluation metrics
K-means++ initialization

[S14] Source: Clustering evaluation metrics
Optimal Clustering Distance

[S15] Source: Clustering evaluation metrics
Silhouette Analysis

[S16] Source: Clustering evaluation metrics
Silhouette Plot

[S17] Source: Clustering evaluation metrics
Silhouette Analysis

[S18] Source: Clustering evaluation metrics
Sil",valid,"[""sklearn_modules_mixture_rst_7ec7448669e2_chunk_0006"", ""sklearn_modules_model_evaluation_rst_5f512b0b9c3a_chunk_0003"", ""sklearn_modules_learning_curve_rst_79bd1bfd3d5c_chunk_0001"", ""sklearn_callbacks_rst_dc374e07df34_chunk_0006"", ""sklearn_modules_model_evaluation_rst_5f512b0b9c3a_chunk_0007""]",0.23076923076923078,0.7863281325080648,0.5888888888692593,1.0,0.63,0.2,0.5,{}
test_scikit_learn_026,test,scikit_learn,troubleshooting,medium,fr,Quel risque y a-t-il à sélectionner des variables sur toutes les données avant une séparation ?,"La sélection voit les données de test et crée une fuite, ce qui peut gonfler artificiellement les performances mesurées.","Il y a un risque à sélectionner des variables sur toutes les données avant une séparation car cela peut entraîner une suroptimisation du modèle. En incluant les données de test dans la sélection des variables, le modèle aura un avantage injustifié lors de l'apprentissage. Cela peut conduire à une précision plus élevée que prévue, même si nos données sont indépendantes et nous attendons donc une précision autour de 0,5. Pour éviter ce problème, il est préférable de sélectionner les variables uniquement sur les données d'entraînement et de tester le modèle sur les données de test.",valid,"[""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0004"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0003"", ""sklearn_modules_tree_rst_5a7c709e45b0_chunk_0013"", ""sklearn_faq_rst_51ae8b7dd12c_chunk_0012"", ""sklearn_modules_tree_rst_5a7c709e45b0_chunk_0015""]",1.0,0.9248913159234432,0.99999999995,1.0,0.91,0.4,1.0,{}
test_scikit_learn_027,test,scikit_learn,troubleshooting,medium,fr,Quel est l'intérêt de SimpleImputer ?,"SimpleImputer remplace les valeurs manquantes selon une stratégie simple, par exemple moyenne, médiane ou constante.","L'intérêt de SimpleImputer est qu'il permet d'imputer manquantes valeurs dans une colonne de données par la méthode la plus simple, soit en utilisant une constante, ou en utilisant la moyenne, la médiane ou la valeur la plus fréquente de cette colonne. Il sert donc à remplacer les valeurs manquantes par des valeurs qui peuvent être considérées comme représentatives de celles de la colonne, ce qui peut être utile pour certaines analyses statistiques ou pour l'entrainement d'un algorithme de machine learning. [S1]",valid,"[""sklearn_modules_impute_rst_7c7eb2e6bd67_chunk_0001"", ""langchain_src_oss_python_integrations_tools_databricks_mdx_db96e5d7a1c0_chunk_0002"", ""langchain_src_oss_python_integrations_providers_all_providers_mdx_90fa264aca5f_chunk_0009"", ""langchain_src_oss_python_integrations_chat_bedrock_mdx_41b88f331f9a_chunk_0012"", ""langchain_src_oss_python_integrations_chat_cohere_mdx_abaac9a6701d_chunk_0003""]",0.8888888888888888,0.8916479486049523,0.9999999999,1.0,0.93,0.2,1.0,{}
test_scikit_learn_028,test,scikit_learn,troubleshooting,medium,fr,Pourquoi placer SimpleImputer dans un Pipeline ?,L'imputation est alors ajustée uniquement sur chaque partie d'entraînement et appliquée de façon cohérente aux données de validation ou test.,"Placer SimpleImputer dans un Pipeline est utile pour construire un estimateur composite qui prend en charge l'imputation des valeurs manquantes. En utilisant un pipeline, vous pouvez combiner plusieurs étapes de prétraitement avant de passer les données à un modèle de prédiction. Cela permet de garantir que toutes les données reçoivent le même traitement de prétraitement et évite ainsi la fuite de données. De plus, cela facilite l'utilisation du pipeline dans des fonctions de validation croisée et de réglage des hyperparamètres.",valid,"[""sklearn_modules_impute_rst_7c7eb2e6bd67_chunk_0004"", ""sklearn_modules_impute_rst_7c7eb2e6bd67_chunk_0011"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0002"", ""sklearn_modules_impute_rst_7c7eb2e6bd67_chunk_0009"", ""sklearn_modules_preprocessing_rst_4d8b0402a691_chunk_0015""]",1.0,0.9893866294038802,0.999999999975,1.0,0.94,0.2,0.5,{}
test_scikit_learn_029,test,scikit_learn,troubleshooting,medium,fr,Quelle différence entre predict et predict_proba ?,predict retourne les prédictions de classe ou de cible ; predict_proba retourne des probabilités de classe lorsque l'estimateur le prend en charge.,"La différence entre `predict` et `predict_proba` est que `predict` renvoie la classe prédite pour chaque échantillon, alors que `predict_proba` renvoie les probabilités conditionnelles de chaque classe pour chaque échantillon. Dans le cas de la classification binaire, `predict` retourne simplement la classe prévue (positive ou négative), tandis que `predict_proba` retourne deux probabilités correspondant aux chances de chaque classe. Pour les autres classes que la binaire, `predict` retourne la classe prévue, tandis que `predict_proba` retourne les probabilités conditionnelles de chaque classe.",valid,"[""sklearn_modules_calibration_rst_8404966d7ec6_chunk_0005"", ""sklearn_glossary_rst_450901066498_chunk_0036"", ""sklearn_modules_svm_rst_9e12a909069a_chunk_0006"", ""sklearn_modules_classification_threshold_rst_97121bf5da30_chunk_0000"", ""sklearn_modules_model_evaluation_rst_5f512b0b9c3a_chunk_0001""]",1.0,0.9258441915144777,0.99999999998,1.0,0.92,0.6,1.0,{}
test_scikit_learn_030,test,scikit_learn,troubleshooting,medium,fr,Que fait get_params(deep=True) sur un Pipeline ?,"Il retourne les paramètres du Pipeline et, avec deep=True, ceux des estimateurs contenus.","Sur un `Pipeline`, la fonction `get_params(deep=True)` retourne tous les paramètres des estimateurs composant le pipeline, y compris ceux des sous-estimateurs. Les paramètres des sous-estimateurs sont inclus dans la sortie avec une syntaxe telle que `<nom_étape>__C`, `<nom_étape>__class_weight`, etc., où `<nom_étape>` est le nom de l'étape du pipeline.

[S1], [S3], [S4]",valid,"[""sklearn_developers_develop_rst_c26065a88e49_chunk_0009"", ""sklearn_glossary_rst_450901066498_chunk_0033"", ""sklearn_modules_grid_search_rst_9c887a577866_chunk_0019"", ""sklearn_modules_compose_rst_5a7d65afadd9_chunk_0002"", ""sklearn_developers_develop_rst_c26065a88e49_chunk_0010""]",1.0,0.9485060028573513,0.94999999997625,1.0,0.67,0.4,1.0,{}
test_scikit_learn_031,test,scikit_learn,troubleshooting,medium,fr,Quelles contraintes portent sur les étapes d'un Pipeline scikit-learn ?,"Toutes les étapes sauf la dernière doivent être des transformateurs avec une méthode transform ; la dernière peut être de tout type compatible, notamment un classifieur.","Les étapes d'un Pipeline scikit-learn doivent respecter certaines contraintes pour éviter la contamination des données entre l'ensemble d'apprentissage et celui de validation. Voici quelques règles importantes :

1. Les prétraitements doivent être appris uniquement sur l'ensemble d'apprentissage. Il est important que ces transformations soient seulement appliquées aux données d'entrainement. [S1]
2. Ne jamais inclure les données de test lorsque vous utilisez les méthodes `fit` et `fit_transform`. Utiliser toutes les données, par exemple `fit(X)`, peut conduire à des scores trop optimistes. [S1]
3. L'utilisation de la méthode `transform` doit être effectuée sur les sous-ensembles de test comme bien que sur ceux d'apprentissage. Cette application peut être réalisée en utilisant `fit_transform` sur le sous-ensemble d'apprentissage et `transform` sur le sous-ensemble de test",valid,"[""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0002"", ""sklearn_getting_started_rst_1e39b3dc83b8_chunk_0006"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0005"", ""sklearn_testimonials_testimonials_rst_9ec1a0a8f738_chunk_0012"", ""sklearn_getting_started_rst_1e39b3dc83b8_chunk_0003""]",0.8888888888888888,0.932852467822577,0.94999999997625,1.0,1.0,0.0,0.0,{}
test_scikit_learn_032,test,scikit_learn,troubleshooting,medium,fr,Pourquoi réutiliser le même Pipeline en production ?,Il garantit que les transformations appliquées pendant l'entraînement sont également appliquées avant la prédiction en production.,"Il est recommandé de réutiliser le même Pipeline en production pour plusieurs raisons :

1. Consistence des résultats : En utilisant le même Pipeline, vous assurez que les résultats obtenus sont consistent, car vous utilisez les mêmes transformations et modèles. Cela évite tout risque de différences liées aux modifications apportées au code ou aux données entre l'environnement de développement et celui de production.
2. Économie de temps : Le processus de formation du Pipeline peut être long et coûteux en termes de ressources. En conservant le même Pipeline, vous évitez de devoir reformer régulièrement votre modèle.
3. Prévention de la fuite de données : Les pipelines aident à éviter la fuite de données en empêchant la contamination des données de test par celles de formation.
4. Portabilité : Les pipelines peuvent être plus faciles à déployer et à exécuter sur différents systèmes d'exploitation et architectures matérielles, car ils encaps",valid,"[""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0001"", ""sklearn_model_persistence_rst_875c066319c2_chunk_0009"", ""sklearn_modules_compose_rst_5a7d65afadd9_chunk_0005"", ""sklearn_getting_started_rst_1e39b3dc83b8_chunk_0002"", ""sklearn_modules_compose_rst_5a7d65afadd9_chunk_0004""]",1.0,0.9769017801129133,0.8041666666465626,1.0,0.75,0.2,0.5,{}
test_scikit_learn_033,test,scikit_learn,multi_step,hard,fr,Qu'est-ce que l'optimisation d'hyperparamètres ?,C'est la recherche de valeurs de paramètres de modèle choisies avant l'apprentissage afin d'optimiser un score de validation.,"L'optimisation d'hyperparamètres est le processus consistant à rechercher les valeurs optimales pour les paramètres non appris directement par les estimateurs. Dans le cas de Scikit-learn, ces paramètres sont passés comme arguments au constructeur des classes d'estimateurs. Les exemples typiques comprennent C, kernel et gamma pour Support Vector Classifier, alpha pour Lasso, etc. Il est recommandé d'effectuer une recherche de l'espace des hyperparamètres pour trouver la meilleure note de validation croisée. Pour cela, il faut un estimateur (régresseur ou classifieur tel que sklearn.svm.SVC()), un espace de paramètres, une méthode de recherche ou d'échantillonnage de candidats, un schéma de validation croisée et une fonction de notation. Les outils de recherche de paramètres fournis par Scikit-learn sont GridSearchCV et RandomizedSearchCV qui peuvent être plus rapides à trouver une bonne combinaison de paramètres grâce aux versions successives HalvingGridSearchCV et Hal",partial,"[""sklearn_modules_grid_search_rst_9c887a577866_chunk_0000"", ""sklearn_modules_learning_curve_rst_79bd1bfd3d5c_chunk_0001"", ""sklearn_modules_model_evaluation_rst_5f512b0b9c3a_chunk_0003"", ""sklearn_modules_grid_search_rst_9c887a577866_chunk_0017"", ""sklearn_modules_mixture_rst_7ec7448669e2_chunk_0006""]",,0.9063800650446101,0.99999999995,1.0,0.14,0.4,1.0,"{""faithfulness"": ""IncompleteOutputException: The output is incomplete due to a max_tokens length limit.""}"
test_scikit_learn_034,test,scikit_learn,multi_step,hard,fr,Pourquoi un score très élevé peut-il être suspect ?,"Un score inhabituellement élevé peut provenir d'une fuite de données, d'un protocole de test incorrect ou d'une cible involontairement présente dans les variables.","Un score très élevé peut être suspect car il pourrait indiquer que l'algorithme a sur-appris le modèle sur les données d'entrainement, ce qui rendra le modèle peu performant lorsqu'il sera utilisé sur des données nouvelles. Cela se produit lorsque l'algorithme est capable de capturer les petites variations ou les biais spécifiques des données d'entrainement, mais ne peut pas généraliser ces résultats aux données nouvelles. Cela peut être évité en utilisant des techniques de validation croisée pour vérifier si le modèle peut généraliser bien aux données nouvelles. [S2]",valid,"[""sklearn_modules_cross_validation_rst_3862e505f662_chunk_0027"", ""sklearn_modules_learning_curve_rst_79bd1bfd3d5c_chunk_0003"", ""sklearn_modules_model_evaluation_rst_5f512b0b9c3a_chunk_0019"", ""sklearn_modules_model_evaluation_rst_5f512b0b9c3a_chunk_0010"", ""sklearn_common_pitfalls_rst_22832006b0eb_chunk_0004""]",1.0,0.9504832032574747,0.36666666664833336,1.0,0.22,0.4,1.0,{}
